Shelter Name,Service Provider,Address,Clean Address,Postal Code,Latitude,Longitude,Google Maps Link,Google Directions Link,Website,ResultCard Description,ResultCard Description Full,Phone 1,Phone 2,Email
The Yacht Club Winter Shelter,The Mustard Seed,"1140 River Street, Kamloops, BC V2C 1Y7","1140 River Street, Kamloops, BC",V2C 1Y7,50.6741216,-120.3020435,"https://www.google.com/maps/search/?api=1&query=1140+River+Street,+Kamloops,+BC+V2C+1Y7","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=1140+River+Street,+Kamloops,+BC+V2C+1Y7",https://www.theseed.ca,Seasonal 24-hour emergency shelter provides 20 beds for people of any gender experiencing homelessness or housing insecurity ages 18 and over.,Seasonal 24-hour emergency shelter provides 20 beds for people of any gender experiencing homelessness or housing insecurity ages 18 and over. Zero tolerance for drugs or alcohol on the property. Storage space is not provided. Pets are not allowed. Intake is from 7 am to 10 pm daily. Operates Oct 15th 2024 to March 31st 2025.,250-319-1409,N/A,infoKamloops@theseed.ca
Triage Emergency Shelter,RainCity Housing and Support Society,"707 Powell Street, Vancouver, BC V6A 1H5","707 Powell Street, Vancouver, BC",V6A 1H5,49.28323175,-123.08913158871789,"https://www.google.com/maps/search/?api=1&query=707+Powell+Street,+Vancouver,+BC+V6A+1H5","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=707+Powell+Street,+Vancouver,+BC+V6A+1H5",https://www.raincityhousing.org/about/programs,"Provides year-round, low-barrier, 24-hour emergency housing for homeless adults (19 men and nine women) who have mental health and/or substance use issues.","Provides year-round, low-barrier, 24-hour emergency housing for homeless adults (19 men and nine women) who have mental health and/or substance use issues. Operates from a harm-reduction philosophy. Services include meals, drop-in services, and coordinated assistance in developing long-range treatment and housing plans. Other services include Indigenous cultural programming, peer support, harm reduction education, and referrals to health services, addictions services, and other social supports. Health-related services include 24 hour access to bed rest (must be able to care for self), medication management, home nursing through referral, and home care supports through referral. Accepts pets. Wheelchair accessible. Shelter hours are 24 hours per day. Accepts referrals from self or from a physician, social worker, law enforcement officer, or other community agency. Also provides harm reduction supplies such as safer drug use (cookers, injection supplies, crack pipe mouthpiece and screens), and safer sex supplies (condoms). Needle exchange services include distribution of clean needles, sterile water, and alcohol wipes; disposal of used needles; and health information to encourage safer injection practices. Funded by Vancouver Coastal Health (VCH) and BC Housing.",604-254-3700,N/A,shelter@raincityhousing.org
Tumbler Ridge Safe Home,South Peace Community Resources Society,No  address available,No  address available,N/A,,,https://www.google.com/maps/search/?api=1&query=No++address+available,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=No++address+available,https://www.spcrs.ca/programs/safe-home,"Provides safe, secure, 24-hour shelter to self-identified women, with or without children, who are victims of violence or abuse.","Provides safe, secure, 24-hour shelter to self-identified women, with or without children, who are victims of violence or abuse. Also offers shelter to women who have no other place to go and need emergency housing. Provides information and support for decision-making, and referral to services in the community. The program offers shelter and food for five to 10 days. If a longer stay is needed, provides transportation to the Mizpah Transition House in Dawson Creek. Not wheelchair accessible. Funded by BC Housing.",250-242-8208,N/A,trsafehome@spcrs.ca
VNFC Shelter,Victoria Native Friendship Centre,"231 Regina Avenue, Victoria, BC V8Z 1J6","231 Regina Avenue, Victoria, BC",V8Z 1J6,,,"https://www.google.com/maps/search/?api=1&query=231+Regina+Avenue,+Victoria,+BC+V8Z+1J6","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=231+Regina+Avenue,+Victoria,+BC+V8Z+1J6",N/A,"Provides year-round, high-barrier, overnight emergency housing on mats, for individuals of all genders ages 19 and up who are experiencing homelessness.","Provides year-round, high-barrier, overnight emergency housing on mats, for individuals of all genders ages 19 and up who are experiencing homelessness. Couples are accepted. Services include meals, showers, and access to on-site laundry facilities. Other services include resource referrals to housing, income, and basic needs. Storage space is not available; guests must be able to carry their belongings in and out of the shelter. Pets are not allowed. Zero tolerance for drugs or alcohol on the property. People may be admitted when intoxicated; as long as they’re able to walk unassisted and complete intake paperwork. Intake is by phone (no walk-ins) between 2 pm and 7 pm daily; when all beds have been allocated the voicemail will be updated to reflect current space status. Referral accepted from self only. Shelter hours are 8 pm to 7 am. Shelter is not wheelchair accessible. Funded by BC Housing.",250-380-8355,250-886-1360,N/A
Vancouver Airport Chaplaincy,N/A,"C2154-3211 Grant McConachie Way, Richmond, BC V7B 0A4","3211 Grant McConachie Way, Richmond, BC",V7B 0A4,49.1925124,-123.179234,"https://www.google.com/maps/search/?api=1&query=C2154-3211+Grant+McConachie+Way,+Richmond,+BC+V7B+0A4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=C2154-3211+Grant+McConachie+Way,+Richmond,+BC+V7B+0A4",https://www.yvrchaplaincy.org,"Provides spiritual and emotional support to the travelling public, airline personnel, and airport employees of all faiths.","Provides spiritual and emotional support to the travelling public, airline personnel, and airport employees of all faiths. Offers support for people travelling because of death/illness in the family, hope and direction in crisis situations such as deportation and critical incidents, and helps meet temporary needs of new immigrants and stranded passengers arriving or departing through the airport. The centre includes a meditation-prayer room (open 24 hours a day, seven days a week) and has reading materials. Team of volunteers and chaplains are on duty 9 am to 7 pm daily. Wheelchair accessible.",604-303-3010,778-241-4122,chaplainkirkley@gmail.com
Vernon Emergency Shelter,Turning Points Collaborative Society,"2506 37th Street, Vernon, BC V1T 6G4","2506 37th Street, Vernon, BC",V1T 6G4,,,"https://www.google.com/maps/search/?api=1&query=2506+37th+Street,+Vernon,+BC+V1T+6G4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=2506+37th+Street,+Vernon,+BC+V1T+6G4",https://https://turningpoints.ngo/continuum-of-care/shelter,"Provides year-round, low-barrier, 24-hour emergency housing in dorm rooms for up to 60 homeless adults; accepts all genders and orientations.","Provides year-round, low-barrier, 24-hour emergency housing in dorm rooms for up to 60 homeless adults; accepts all genders and orientations. Services include meals, showers, laundry facilities, personal hygiene products, first aid, and access to local calling. Other services include life skills training, employment programs, counselling, harm reduction supplies, 12-step groups, case planning, and referrals to community resources. A personal locker and a storage locker for a bicycle are available. Pets are permitted; staff to be notified on entry and pet agreement signed. Harm-reduction focus; accepts inebriated individuals on condition of respectful behaviour. Violence will not be tolerated. Referral accepted from self or other. Registration is in-person and on a first-come, first served basis at 9 am, 11 am, 1 pm, 3 pm, and 6 pm, depending on bed availability. Shelter is wheelchair accessible. Funded by BC Housing.",250-241-2217,N/A,naomi.poitras@turningpoints.ngo
Vernon Youth Safehouse,North Okanagan Friendship Centre Society,"206-2905 28th Avenue, Vernon,Vernon, BC V1T 8L1","2905 28th Avenue, Vernon,Vernon, BC",V1T 8L1,,,"https://www.google.com/maps/search/?api=1&query=206-2905+28th+Avenue,+Vernon,Vernon,+BC+V1T+8L1","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=206-2905+28th+Avenue,+Vernon,Vernon,+BC+V1T+8L1",https://www.vernonfirstnationsfriendshipcentre.com/youth/vernon-youth-safe-house,"Provides safe shelter for up to five youth ages 13 to 18 who are homeless, at risk of homelessness, or living in an unsafe environment; serves Indigenous and non-Indigenous youth.","Provides safe shelter for up to five youth ages 13 to 18 who are homeless, at risk of homelessness, or living in an unsafe environment; serves Indigenous and non-Indigenous youth. Services include meals, advocacy, life skills training, and collaboration with other service providers in the community that the youth are connected to. Wheelchair accessible. Referral accepted from self or other, however referrals are usually through Ministry of Children and Family Development (MCFD). Shelter is staffed 24 hours; no set intake hours. Maximum stay is usually 14 days, but flexible if no other transitional housing is available.",250-260-7077,250-542-1247,safehouse@nofcs.ca
Vi Fineday Family Shelter Society,N/A,No  address available,No  address available,N/A,,,https://www.google.com/maps/search/?api=1&query=No++address+available,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=No++address+available,N/A,"Provides 24-hour emergency accommodation for families, single parents (male or female) with their dependent children, and couples (of any gender) without children; 18 beds available in dorm-style bedrooms.","Provides 24-hour emergency accommodation for families, single parents (male or female) with their dependent children, and couples (of any gender) without children; 18 beds available in dorm-style bedrooms. Provides three meals and two snacks daily. Small lockers and bus tickets may be available, although there is no room for carts. A case manager helps clients with resources to find housing and employment; clients have access to internet, phones, and a fax. Health-related services include 24-hour access to bed rest (doctor's note required to approve bed rest for more than one day), medication storage, and home nursing through referral. Zero tolerance for alcohol and drug use; must be clean two weeks prior to admission. Cannot accommodate pets. Accepts referrals from other agencies and self-referrals. Not wheelchair accessible. Funded by BC Housing. Nonprofit society.",604-736-2423,N/A,vfineday@telus.net
WISH Shelter,WISH Drop-in Centre Society,"340 Alexander Street, Vancouver, BC V6A 1C3","340 Alexander Street, Vancouver, BC",V6A 1C3,49.2835107,-123.103694,"https://www.google.com/maps/search/?api=1&query=340+Alexander+Street,+Vancouver,+BC+V6A+1C3","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=340+Alexander+Street,+Vancouver,+BC+V6A+1C3",https://www.wish-vancouver.net,"Provides year-round, 24-hour emergency housing for current and former sex workers who are women, transgender, or non-binary individuals.","Provides year-round, 24-hour emergency housing for current and former sex workers who are women, transgender, or non-binary individuals. Accommodation is in shared rooms; 23 bed capacity. Services include meals, shower and laundry facilities, personal hygiene products, and clothing. Other services include advocacy and referrals. Health-related services include 24-access to bed rest. Storage locker space for belongings is available; maximum two medium bags or one large bag per person. Pets are not allowed. Residents may be admitted when intoxicated, but cannot use on the premises; harm reduction supplies are available. Beds are allocated on a first-come, first-served basis; call ahead for availability. Referral accepted from self or other. No prescribed maximum stay. Shelter is wheelchair accessible. Funded by BC Housing. Administrative hours are 9 am to 5 pm Monday to Friday.",604-558-4031,N/A,shelter@wishdropincentre.org
Warming and Respite Space,Downtown Eastside Women's Centre (DEWC),"398 Powell Street, Vancouver, BC V6A 1G4","398 Powell Street, Vancouver, BC",V6A 1G4,49.2829843,-123.0883422,"https://www.google.com/maps/search/?api=1&query=398+Powell+Street,+Vancouver,+BC+V6A+1G4","https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=398+Powell+Street,+Vancouver,+BC+V6A+1G4",https://www.dewc.ca/shelterservices,"Provides a safe, warm place where 10 self-identified women living outside can eat and rest year round.","Provides a safe, warm place where 10 self-identified women living outside can eat and rest year round. Pets are allowed. Wheelchair accessible. Storage space for carts is not available. Hours are 2:30 pm to 9 am seven days a week.",604-423-4216,N/A,natasha.warren@dewc.ca
